count	word
1512	abholen
1511	selbstmord
1511	feinde
1507	schüler
1505	schutz
1505	lautet
1503	wirkt
1503	überprüfen
1502	v
1501	z
1501	fuhr
1500	klug
1498	wetter
1496	termin
1496	flughafen
1495	langweilig
1495	arbeitest
1494	weshalb
1494	suchst
1493	armer
1492	funktionieren
1492	berg
1490	schönheit
1490	mochte
1490	liebte
1489	post
1489	erzählte
1487	entlassen
1486	medizin
1480	schick
1480	bürgermeister
1477	knochen
1472	fragst
1470	priester
1469	schweigen
1469	anhalten
1468	rose
1468	panik
1468	gelogen
1468	geglaubt
1467	kollegen
1467	bastard
1466	schwach
1466	roten
1464	stuhl
1464	erinnerung
1463	bösen
1461	zähne
1460	killer
1459	sterbe
1458	neulich
1458	kleider
1457	vorn
1457	normalerweise
1456	stehlen
1455	rote
1455	blind
1452	dreht
1451	vorbereitet
1450	erzähle
1449	zählt
1449	brot
1448	erklärung
1447	meins
1446	video
1444	schatten
1443	wichtiger
